	Subject	Sequence	Block	Legality	Accuracy
1202	sub-17	8	2	Illegal	33.33333333333333
1203	sub-17	8	2	Legal	77.77777777777779
1204	sub-17	8	3	Illegal	33.33333333333333
1205	sub-17	8	3	Legal	77.77777777777779
1206	sub-17	8	4	Illegal	66.66666666666666
1207	sub-17	8	4	Legal	88.88888888888889
1208	sub-17	8	5	Illegal	88.88888888888889
1209	sub-17	8	5	Legal	88.88888888888889
1210	sub-17	9	1	Illegal	33.33333333333333
1211	sub-17	9	1	Legal	88.88888888888889
1212	sub-17	9	2	Illegal	55.55555555555556
1213	sub-17	9	2	Legal	100.0
1214	sub-17	9	3	Illegal	33.33333333333333
1215	sub-17	9	3	Legal	100.0
1216	sub-17	9	4	Illegal	33.33333333333333
1217	sub-17	9	4	Legal	100.0
1218	sub-17	9	5	Illegal	55.55555555555556
1219	sub-17	9	5	Legal	88.88888888888889
1220	sub-18	1	1	Illegal	22.22222222222222
1221	sub-18	1	1	Legal	88.88888888888889
1222	sub-18	1	2	Illegal	22.22222222222222
1223	sub-18	1	2	Legal	88.88888888888889
1224	sub-18	1	3	Illegal	22.22222222222222
1225	sub-18	1	3	Legal	88.88888888888889
1226	sub-18	1	4	Illegal	22.22222222222222
1227	sub-18	1	4	Legal	77.77777777777779
1228	sub-18	1	5	Illegal	22.22222222222222
1229	sub-18	1	5	Legal	77.77777777777779
1230	sub-18	2	1	Illegal	22.22222222222222
1231	sub-18	2	1	Legal	77.77777777777779
1232	sub-18	2	2	Illegal	44.44444444444444
1233	sub-18	2	2	Legal	100.0
1234	sub-18	2	3	Illegal	22.22222222222222
1235	sub-18	2	3	Legal	88.88888888888889
1236	sub-18	2	4	Illegal	55.55555555555556
1237	sub-18	2	4	Legal	66.66666666666666
1238	sub-18	2	5	Illegal	33.33333333333333
1239	sub-18	2	5	Legal	88.88888888888889
1240	sub-18	3	1	Illegal	55.55555555555556
1241	sub-18	3	1	Legal	66.66666666666666
1242	sub-18	3	2	Illegal	22.22222222222222
1243	sub-18	3	2	Legal	77.77777777777779
1244	sub-18	3	3	Illegal	44.44444444444444
1245	sub-18	3	3	Legal	88.88888888888889
1246	sub-18	3	4	Illegal	44.44444444444444
1247	sub-18	3	4	Legal	77.77777777777779
1248	sub-18	3	5	Illegal	33.33333333333333
1249	sub-18	3	5	Legal	88.88888888888889
1250	sub-18	4	1	Illegal	55.55555555555556
1251	sub-18	4	1	Legal	100.0
1252	sub-18	4	2	Illegal	44.44444444444444
1253	sub-18	4	2	Legal	77.77777777777779
1254	sub-18	4	3	Illegal	77.77777777777779
1255	sub-18	4	3	Legal	88.88888888888889
1256	sub-18	4	4	Illegal	55.55555555555556
1257	sub-18	4	4	Legal	77.77777777777779
1258	sub-18	4	5	Illegal	44.44444444444444
1259	sub-18	4	5	Legal	100.0
1260	sub-18	5	1	Illegal	55.55555555555556
1261	sub-18	5	1	Legal	88.88888888888889
1262	sub-18	5	2	Illegal	44.44444444444444
1263	sub-18	5	2	Legal	100.0
1264	sub-18	5	3	Illegal	66.66666666666666
1265	sub-18	5	3	Legal	66.66666666666666
1266	sub-18	5	4	Illegal	55.55555555555556
1267	sub-18	5	4	Legal	100.0
1268	sub-18	5	5	Illegal	55.55555555555556
1269	sub-18	5	5	Legal	77.77777777777779
1270	sub-18	6	1	Illegal	44.44444444444444
1271	sub-18	6	1	Legal	100.0
1272	sub-18	6	2	Illegal	44.44444444444444
1273	sub-18	6	2	Legal	66.66666666666666
1274	sub-18	6	3	Illegal	55.55555555555556
1275	sub-18	6	3	Legal	77.77777777777779
1276	sub-18	6	4	Illegal	66.66666666666666
1277	sub-18	6	4	Legal	100.0
1278	sub-18	6	5	Illegal	22.22222222222222
1279	sub-18	6	5	Legal	88.88888888888889
1280	sub-18	7	1	Illegal	77.77777777777779
1281	sub-18	7	1	Legal	88.88888888888889
1282	sub-18	7	2	Illegal	66.66666666666666
1283	sub-18	7	2	Legal	100.0
1284	sub-18	7	3	Illegal	55.55555555555556
1285	sub-18	7	3	Legal	88.88888888888889
1286	sub-18	7	4	Illegal	55.55555555555556
1287	sub-18	7	4	Legal	100.0
1288	sub-18	7	5	Illegal	66.66666666666666
1289	sub-18	7	5	Legal	100.0
1290	sub-18	8	1	Illegal	66.66666666666666
1291	sub-18	8	1	Legal	77.77777777777779
1292	sub-18	8	2	Illegal	66.66666666666666
1293	sub-18	8	2	Legal	88.88888888888889
1294	sub-18	8	3	Illegal	55.55555555555556
1295	sub-18	8	3	Legal	100.0
1296	sub-18	8	4	Illegal	66.66666666666666
1297	sub-18	8	4	Legal	88.88888888888889
1298	sub-18	8	5	Illegal	0.0
1299	sub-18	8	5	Legal	66.66666666666666
1300	sub-18	9	1	Illegal	55.55555555555556
1301	sub-18	9	1	Legal	66.66666666666666
1302	sub-18	9	2	Illegal	44.44444444444444
1303	sub-18	9	2	Legal	77.77777777777779
1304	sub-18	9	3	Illegal	44.44444444444444
1305	sub-18	9	3	Legal	66.66666666666666
1306	sub-18	9	4	Illegal	44.44444444444444
1307	sub-18	9	4	Legal	88.88888888888889
1308	sub-18	9	5	Illegal	55.55555555555556
1309	sub-18	9	5	Legal	77.77777777777779
1310	sub-19	1	1	Illegal	33.33333333333333
1311	sub-19	1	1	Legal	55.55555555555556
1312	sub-19	1	2	Illegal	33.33333333333333
1313	sub-19	1	2	Legal	44.44444444444444
1314	sub-19	1	3	Illegal	44.44444444444444
1315	sub-19	1	3	Legal	66.66666666666666
1316	sub-19	1	4	Illegal	44.44444444444444
1317	sub-19	1	4	Legal	77.77777777777779
1318	sub-19	1	5	Illegal	44.44444444444444
1319	sub-19	1	5	Legal	55.55555555555556
1320	sub-19	2	1	Illegal	66.66666666666666
1321	sub-19	2	1	Legal	66.66666666666666
1322	sub-19	2	2	Illegal	100.0
1323	sub-19	2	2	Legal	88.88888888888889
1324	sub-19	2	3	Illegal	66.66666666666666
1325	sub-19	2	3	Legal	88.88888888888889
1326	sub-19	2	4	Illegal	44.44444444444444
1327	sub-19	2	4	Legal	88.88888888888889
1328	sub-19	2	5	Illegal	66.66666666666666
1329	sub-19	2	5	Legal	66.66666666666666
1330	sub-19	3	1	Illegal	66.66666666666666
1331	sub-19	3	1	Legal	66.66666666666666
1332	sub-19	3	2	Illegal	77.77777777777779
1333	sub-19	3	2	Legal	88.88888888888889
1334	sub-19	3	3	Illegal	77.77777777777779
1335	sub-19	3	3	Legal	88.88888888888889
1336	sub-19	3	4	Illegal	66.66666666666666
1337	sub-19	3	4	Legal	66.66666666666666
1338	sub-19	3	5	Illegal	33.33333333333333
1339	sub-19	3	5	Legal	100.0
1340	sub-19	4	1	Illegal	77.77777777777779
1341	sub-19	4	1	Legal	88.88888888888889
1342	sub-19	4	2	Illegal	55.55555555555556
1343	sub-19	4	2	Legal	100.0
1344	sub-19	4	3	Illegal	66.66666666666666
1345	sub-19	4	3	Legal	100.0
1346	sub-19	4	4	Illegal	44.44444444444444
1347	sub-19	4	4	Legal	88.88888888888889
1348	sub-19	4	5	Illegal	66.66666666666666
1349	sub-19	4	5	Legal	88.88888888888889
1350	sub-19	5	1	Illegal	55.55555555555556
1351	sub-19	5	1	Legal	100.0
1352	sub-19	5	2	Illegal	44.44444444444444
1353	sub-19	5	2	Legal	100.0
1354	sub-19	5	3	Illegal	55.55555555555556
1355	sub-19	5	3	Legal	100.0
1356	sub-19	5	4	Illegal	66.66666666666666
1357	sub-19	5	4	Legal	100.0
1358	sub-19	5	5	Illegal	66.66666666666666
1359	sub-19	5	5	Legal	100.0
1360	sub-19	6	1	Illegal	55.55555555555556
1361	sub-19	6	1	Legal	100.0
1362	sub-19	6	2	Illegal	66.66666666666666
1363	sub-19	6	2	Legal	88.88888888888889
1364	sub-19	6	3	Illegal	77.77777777777779
1365	sub-19	6	3	Legal	77.77777777777779
1366	sub-19	6	4	Illegal	55.55555555555556
1367	sub-19	6	4	Legal	88.88888888888889
1368	sub-19	6	5	Illegal	77.77777777777779
1369	sub-19	6	5	Legal	88.88888888888889
1370	sub-19	7	1	Illegal	44.44444444444444
1371	sub-19	7	1	Legal	100.0
1372	sub-19	7	2	Illegal	77.77777777777779
1373	sub-19	7	2	Legal	100.0
1374	sub-19	7	3	Illegal	100.0
1375	sub-19	7	3	Legal	88.88888888888889
1376	sub-19	7	4	Illegal	66.66666666666666
1377	sub-19	7	4	Legal	88.88888888888889
1378	sub-19	7	5	Illegal	88.88888888888889
1379	sub-19	7	5	Legal	77.77777777777779
1380	sub-19	8	1	Illegal	88.88888888888889
1381	sub-19	8	1	Legal	77.77777777777779
1382	sub-19	8	2	Illegal	55.55555555555556
1383	sub-19	8	2	Legal	66.66666666666666
1384	sub-19	8	3	Illegal	66.66666666666666
1385	sub-19	8	3	Legal	66.66666666666666
1386	sub-19	8	4	Illegal	66.66666666666666
1387	sub-19	8	4	Legal	77.77777777777779
1388	sub-19	8	5	Illegal	55.55555555555556
1389	sub-19	8	5	Legal	88.88888888888889
1390	sub-19	9	1	Illegal	77.77777777777779
1391	sub-19	9	1	Legal	100.0
1392	sub-19	9	2	Illegal	88.88888888888889
1393	sub-19	9	2	Legal	88.88888888888889
1394	sub-19	9	3	Illegal	66.66666666666666
1395	sub-19	9	3	Legal	77.77777777777779
1396	sub-19	9	4	Illegal	77.77777777777779
1397	sub-19	9	4	Legal	77.77777777777779
1398	sub-19	9	5	Illegal	88.88888888888889
1399	sub-19	9	5	Legal	66.66666666666666
1400	sub-20	1	1	Illegal	22.22222222222222
1401	sub-20	1	1	Legal	100.0
1402	sub-20	1	2	Illegal	33.33333333333333
1403	sub-20	1	2	Legal	88.88888888888889
1404	sub-20	1	3	Illegal	22.22222222222222
1405	sub-20	1	3	Legal	77.77777777777779
1406	sub-20	1	4	Illegal	11.11111111111111
1407	sub-20	1	4	Legal	88.88888888888889
1408	sub-20	1	5	Illegal	33.33333333333333
1409	sub-20	1	5	Legal	66.66666666666666
1410	sub-20	2	1	Illegal	22.22222222222222
1411	sub-20	2	1	Legal	55.55555555555556
1412	sub-20	2	2	Illegal	22.22222222222222
1413	sub-20	2	2	Legal	55.55555555555556
1414	sub-20	2	3	Illegal	44.44444444444444
1415	sub-20	2	3	Legal	66.66666666666666
1416	sub-20	2	4	Illegal	33.33333333333333
1417	sub-20	2	4	Legal	77.77777777777779
1418	sub-20	2	5	Illegal	11.11111111111111
1419	sub-20	2	5	Legal	77.77777777777779
1420	sub-20	3	1	Illegal	44.44444444444444
1421	sub-20	3	1	Legal	66.66666666666666
1422	sub-20	3	2	Illegal	44.44444444444444
1423	sub-20	3	2	Legal	88.88888888888889
1424	sub-20	3	3	Illegal	11.11111111111111
1425	sub-20	3	3	Legal	77.77777777777779
1426	sub-20	3	4	Illegal	0.0
1427	sub-20	3	4	Legal	100.0
1428	sub-20	3	5	Illegal	33.33333333333333
1429	sub-20	3	5	Legal	88.88888888888889
1430	sub-20	4	1	Illegal	66.66666666666666
1431	sub-20	4	1	Legal	88.88888888888889
1432	sub-20	4	2	Illegal	11.11111111111111
1433	sub-20	4	2	Legal	88.88888888888889
1434	sub-20	4	3	Illegal	11.11111111111111
1435	sub-20	4	3	Legal	77.77777777777779
1436	sub-20	4	4	Illegal	33.33333333333333
1437	sub-20	4	4	Legal	77.77777777777779
1438	sub-20	4	5	Illegal	33.33333333333333
1439	sub-20	4	5	Legal	88.88888888888889
1440	sub-20	5	1	Illegal	44.44444444444444
1441	sub-20	5	1	Legal	77.77777777777779
1442	sub-20	5	2	Illegal	44.44444444444444
1443	sub-20	5	2	Legal	88.88888888888889
1444	sub-20	5	3	Illegal	44.44444444444444
1445	sub-20	5	3	Legal	100.0
1446	sub-20	5	4	Illegal	55.55555555555556
1447	sub-20	5	4	Legal	88.88888888888889
1448	sub-20	5	5	Illegal	33.33333333333333
1449	sub-20	5	5	Legal	88.88888888888889
1450	sub-20	6	1	Illegal	66.66666666666666
1451	sub-20	6	1	Legal	77.77777777777779
1452	sub-20	6	2	Illegal	44.44444444444444
1453	sub-20	6	2	Legal	77.77777777777779
1454	sub-20	6	3	Illegal	55.55555555555556
1455	sub-20	6	3	Legal	66.66666666666666
1456	sub-20	6	4	Illegal	66.66666666666666
1457	sub-20	6	4	Legal	88.88888888888889
1458	sub-20	6	5	Illegal	66.66666666666666
1459	sub-20	6	5	Legal	88.88888888888889
1460	sub-20	7	1	Illegal	66.66666666666666
1461	sub-20	7	1	Legal	100.0
1462	sub-20	7	2	Illegal	66.66666666666666
1463	sub-20	7	2	Legal	88.88888888888889
1464	sub-20	7	3	Illegal	66.66666666666666
1465	sub-20	7	3	Legal	100.0
1466	sub-20	7	4	Illegal	66.66666666666666
1467	sub-20	7	4	Legal	100.0
1468	sub-20	7	5	Illegal	88.88888888888889
1469	sub-20	7	5	Legal	100.0
1470	sub-20	8	1	Illegal	66.66666666666666
1471	sub-20	8	1	Legal	100.0
1472	sub-20	8	2	Illegal	22.22222222222222
1473	sub-20	8	2	Legal	100.0
1474	sub-20	8	3	Illegal	55.55555555555556
1475	sub-20	8	3	Legal	88.88888888888889
1476	sub-20	8	4	Illegal	55.55555555555556
1477	sub-20	8	4	Legal	88.88888888888889
1478	sub-20	8	5	Illegal	55.55555555555556
1479	sub-20	8	5	Legal	100.0
1480	sub-20	9	1	Illegal	33.33333333333333
1481	sub-20	9	1	Legal	88.88888888888889
1482	sub-20	9	2	Illegal	66.66666666666666
1483	sub-20	9	2	Legal	100.0
1484	sub-20	9	3	Illegal	44.44444444444444
1485	sub-20	9	3	Legal	88.88888888888889
1486	sub-20	9	4	Illegal	44.44444444444444
1487	sub-20	9	4	Legal	88.88888888888889
1488	sub-20	9	5	Illegal	55.55555555555556
1489	sub-20	9	5	Legal	100.0
