onset	duration	trial_type	sample	value
18.623647730772493	0.0	Legal_Correct_7	37890	584
22.59413668218923	0.0	Legal_Incorrect_7	45968	588
26.297730919491176	0.0	Legal_Incorrect_7	53503	588
30.401912987370572	0.0	Legal_Correct_7	61853	584
34.505603536439445	0.0	Legal_Correct_7	70202	584
38.70956392285531	0.0	Legal_Incorrect_7	78755	588
42.596986195293404	0.0	Legal_Incorrect_7	86664	588
46.700676744362276	0.0	Legal_Correct_7	95013	584
50.78814717268384	0.0	Legal_Correct_7	103329	584
54.82548268233191	0.0	Illegal_Incorrect_7	111543	590
58.979308150074274	0.0	Legal_Correct_7	119994	584
62.90015370162804	0.0	Legal_Incorrect_7	127971	588
67.00384425069691	0.0	Legal_Incorrect_7	136320	588
70.99104484167148	0.0	Legal_Correct_7	144432	584
74.79490891632042	0.0	Legal_Correct_7	152171	584
78.58206135141153	0.0	Illegal_Incorrect_7	159876	590
82.40214554680777	0.0	Legal_Correct_7	167648	584
86.58988581247634	0.0	Illegal_Incorrect_7	176168	590
90.62672980331388	0.0	Legal_Correct_7	184381	584
94.49744043619414	0.0	Illegal_Incorrect_7	192256	590
98.70189234142053	0.0	Legal_Correct_7	200810	584
102.8055828904894	0.0	Legal_Incorrect_7	209159	588
107.0100347957158	0.0	Legal_Incorrect_7	217713	588
110.69642587464938	0.0	Legal_Correct_7	225213	584
114.38379999120401	0.0	Legal_Correct_7	232715	584
118.08739422850597	0.0	Illegal_Incorrect_7	240250	590
121.80770010536574	0.0	Legal_Incorrect_7	247819	588
125.79490069634032	0.0	Legal_Correct_7	255931	584
129.8990827642197	0.0	Legal_Correct_7	264281	584
133.7860135178473	0.0	Legal_Incorrect_7	272189	588
138.006685543821	0.0	Legal_Correct_7	280776	584
141.99388613479556	0.0	Legal_Incorrect_7	288888	588
145.6974803720975	0.0	Legal_Incorrect_7	296423	588
149.7013926026299	0.0	Legal_Correct_7	304569	584
153.7053048331623	0.0	Legal_Incorrect_7	312715	588
157.3921874309064	0.0	Legal_Correct_7	320216	584
161.19605150555535	0.0	Legal_Correct_7	327955	584
165.09969389874075	0.0	Illegal_Incorrect_7	335897	590
168.98711617117885	0.0	Legal_Incorrect_7	343806	588
173.19107655759473	0.0	Legal_Correct_7	352359	584
177.31197026503196	0.0	Legal_Incorrect_7	360743	588
181.19890101865954	0.0	Legal_Correct_7	368651	584
185.20281324919193	0.0	Illegal_Correct_7	376797	586
189.1900138401665	0.0	Legal_Incorrect_7	384909	588
193.09414775216243	0.0	Legal_Correct_7	392852	584
196.88130018725354	0.0	Illegal_Incorrect_7	400557	590
200.7013843826498	0.0	Legal_Correct_7	408329	584
204.90534476906566	0.0	Illegal_Incorrect_7	416882	590
208.5927188856203	0.0	Legal_Correct_7	424384	584
212.81339091159398	0.0	Illegal_Incorrect_7	432971	590
216.80059150256855	0.0	Legal_Correct_7	441083	584
220.6044555772175	0.0	Illegal_Incorrect_7	448822	590
224.79170432407554	0.0	Legal_Incorrect_7	457341	588
228.59556839872448	0.0	Legal_Correct_7	465080	584
232.6825473082355	0.0	Illegal_Incorrect_7	473395	590
236.6864595387679	0.0	Legal_Correct_7	481541	584
240.39054529488038	0.0	Legal_Correct_7	489077	584
244.09413953218234	0.0	Legal_Incorrect_7	496612	588
248.01449356492557	0.0	Legal_Correct_7	504588	584
251.68466452311185	0.0	Legal_Incorrect_7	512055	588
255.88862490952772	0.0	Legal_Incorrect_7	520608	588
260.10978845431197	0.0	Legal_Correct_7	529196	584
264.09698904528653	0.0	Legal_Correct_7	537308	584
267.80058328258843	0.0	Illegal_Incorrect_7	544843	590
271.4874658803326	0.0	Illegal_Incorrect_7	552344	590
275.3915997923285	0.0	Legal_Correct_7	560287	584
279.2952421855139	0.0	Legal_Incorrect_7	568229	588
283.3989327345828	0.0	Legal_Correct_7	576578	584
287.4028449651152	0.0	Legal_Correct_7	584724	584
291.2902672375533	0.0	Illegal_Incorrect_7	592633	590
295.09413131220225	0.0	Legal_Incorrect_7	600372	588
298.89750386804064	0.0	Legal_Correct_7	608110	584
302.68465630313176	0.0	Legal_Correct_7	615815	584
306.88861668954763	0.0	Legal_Incorrect_7	624368	588
310.59221092684953	0.0	Legal_Correct_7	631903	584
314.71310463428676	0.0	Legal_Incorrect_7	640287	588
318.38327559247307	0.0	Legal_Correct_7	647754	584
322.6044391372573	0.0	Illegal_Incorrect_7	656342	590
326.39110005353785	0.0	Legal_Correct_7	664046	584
330.59555195876425	0.0	Illegal_Incorrect_7	672600	590
334.6825308682753	0.0	Legal_Correct_7	680915	584
338.7867129361547	0.0	Legal_Incorrect_7	689265	588
342.59057701080366	0.0	Legal_Incorrect_7	697004	588
346.6942675598725	0.0	Legal_Correct_7	705353	584
350.6151131114263	0.0	Legal_Incorrect_7	713330	588
354.485332225496	0.0	Legal_Correct_7	721204	584
358.50595609558627	0.0	Illegal_Incorrect_7	729384	590
362.29310853067733	0.0	Legal_Correct_7	737089	584
366.19675092386274	0.0	Legal_Incorrect_7	745031	588
370.2842213521843	0.0	Legal_Correct_7	753347	584
422.3852152677791	0.0	Legal_Incorrect_8	859347	598
426.37241585875364	0.0	Legal_Correct_8	867459	594
430.27654977074957	0.0	Legal_Correct_8	875402	594
434.28046200128193	0.0	Illegal_Incorrect_8	883548	600
438.11725783623604	0.0	Legal_Correct_8	891354	594
441.7043621154437	0.0	Illegal_Incorrect_8	898652	600
445.7751209042074	0.0	Illegal_Incorrect_8	906934	600
449.7790331347398	0.0	Legal_Correct_8	915080	594
453.46591573248395	0.0	Legal_Correct_8	922581	594
457.38626976522715	0.0	Legal_Incorrect_8	930557	598
461.47374019354874	0.0	Legal_Correct_8	938873	594
465.6777005799646	0.0	Illegal_Incorrect_8	947426	600
469.781882647844	0.0	Legal_Correct_8	955776	594
473.7695747576291	0.0	Legal_Incorrect_8	963889	598
477.5896589530253	0.0	Illegal_Incorrect_8	971661	600
481.77690769988334	0.0	Legal_Correct_8	980180	594
485.4805019371853	0.0	Legal_Correct_8	987715	594
489.46770252815986	0.0	Legal_Incorrect_8	995827	598
493.6888660729441	0.0	Legal_Incorrect_8	1004415	598
497.69277830347653	0.0	Legal_Correct_8	1012561	594
501.6966905340089	0.0	Legal_Correct_8	1020707	594
505.68389112498346	0.0	Legal_Incorrect_8	1028819	598
509.77136155330504	0.0	Legal_Incorrect_8	1037135	598
513.9753219397209	0.0	Legal_Correct_8	1045688	594
517.7791860143699	0.0	Legal_Incorrect_8	1053427	598
521.7830982449022	0.0	Legal_Correct_8	1061573	594
525.6867406380876	0.0	Legal_Incorrect_8	1069515	598
529.7909227059671	0.0	Legal_Correct_8	1077865	594
533.8783931342887	0.0	Illegal_Incorrect_8	1086181	600
537.9820836833575	0.0	Legal_Correct_8	1094530	594
541.6856779206595	0.0	Legal_Correct_8	1102065	594
